Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
29,Female,69.6,1.67,191,124,76,1.1,448.1,Yoga,28.4,2.9,2,2,24.96
61,Male,71.4,1.88,163,102,57,1.05,167.8,Strength,20.0,3.1,5,3,20.2
53,Female,62.4,1.53,163,119,60,0.74,306.2,Strength,33.7,2.8,5,3,26.66
65,Male,62.8,1.71,155,119,66,0.7,194.3,Yoga,17.7,2.7,2,1,21.48
21,Female,50.5,1.54,201,179,66,0.61,479.6,Strength,28.3,2.0,4,3,21.29
22,Male,60.7,1.72,201,176,57,0.43,392.0,Strength,18.8,2.5,4,2,20.52
54,Female,65.1,1.64,168,137,67,0.73,383.5,Yoga,27.4,3.0,3,2,24.2
25,Female,72.7,1.59,191,126,75,1.19,488.3,Cardio,37.3,3.3,1,1,28.76
59,Female,59.6,1.68,164,135,67,1.05,554.2,Yoga,21.2,2.6,4,1,21.12
45,Female,87.8,1.7,175,116,81,0.99,336.7,Cardio,40.7,3.3,2,1,30.38
48,Male,80.0,1.7,169,157,69,0.5,359.8,Strength,24.0,3.3,4,3,27.68
26,Female,52.1,1.64,194,118,53,0.98,389.4,Strength,23.9,2.6,5,3,19.37
46,Female,57.1,1.57,168,112,81,1.13,419.3,Yoga,32.1,2.4,1,2,23.17
31,Male,61.7,1.72,191,146,57,1.13,697.2,Strength,20.2,2.5,6,3,20.86
57,Female,76.6,1.69,163,117,56,1.34,508.5,Yoga,39.2,3.2,3,2,26.82
58,Male,70.5,1.83,158,145,73,0.51,283.0,Yoga,18.4,2.7,1,2,21.05
39,Female,50.6,1.64,180,134,60,1.39,717.9,Strength,22.4,2.5,5,3,18.81
28,Female,55.4,1.54,190,161,53,0.36,240.9,Strength,34.7,2.1,5,3,23.36
40,Female,68.7,1.55,178,159,63,0.3,193.5,Strength,40.2,2.9,5,3,28.6
18,Male,70.5,1.72,195,163,54,0.8,666.8,Strength,23.3,3.2,5,3,23.83
63,Female,76.6,1.72,152,125,71,0.67,292.9,Yoga,35.8,3.4,2,1,25.89
54,Female,76.1,1.71,165,136,62,1.02,509.0,Yoga,36.0,3.6,3,3,26.03
38,Female,42.1,1.48,181,107,51,0.99,354.1,Strength,24.7,2.0,6,3,19.22
43,Male,80.4,1.94,180,154,54,0.83,587.7,Strength,19.2,3.4,5,3,21.36
63,Male,80.3,1.81,155,122,55,1.14,410.8,Strength,22.0,3.1,5,3,24.51
53,Female,54.2,1.55,165,125,65,1.07,499.8,Yoga,28.2,2.2,4,2,22.56
40,Male,105.4,1.86,179,146,50,0.81,579.6,Cardio,25.0,4.5,3,2,30.47
18,Female,58.4,1.7,201,121,78,1.1,436.4,Strength,21.3,2.1,1,2,20.21
57,Female,56.6,1.63,163,148,69,0.47,288.8,Yoga,30.7,2.0,3,2,21.3
32,Female,71.2,1.67,187,124,71,0.96,391.3,Yoga,30.3,2.9,3,2,25.53
38,Female,59.3,1.63,184,94,52,1.08,262.6,Strength,29.2,2.7,6,3,22.32
64,Female,47.4,1.67,163,144,64,0.33,202.3,Cardio,18.5,2.1,3,2,17.0
26,Female,83.1,1.63,192,170,61,0.62,418.3,Strength,37.1,3.2,6,3,31.28
26,Female,53.1,1.6,195,174,62,0.42,317.0,Strength,27.7,2.0,5,3,20.74
27,Male,86.7,1.81,193,137,63,1.39,859.6,Strength,24.6,3.5,5,3,26.46
43,Male,69.6,1.86,180,166,74,0.53,416.5,Yoga,14.9,2.8,2,1,20.12
58,Male,63.5,1.72,163,149,57,0.3,171.4,Yoga,20.7,2.4,6,3,21.46
52,Male,66.5,1.88,166,102,51,1.0,171.9,HIIT,14.9,2.8,6,3,18.82
42,Male,70.2,1.79,175,117,80,1.13,392.2,Yoga,20.0,3.2,1,1,21.91
43,Male,77.0,1.86,179,158,63,0.75,550.9,Strength,18.6,3.3,4,3,22.26
28,Male,67.8,1.68,189,121,66,0.98,408.6,Strength,25.5,3.0,3,2,24.02
55,Female,66.3,1.69,169,149,73,0.42,252.5,Yoga,31.3,2.8,1,2,23.21
19,Female,52.3,1.64,203,149,48,1.44,847.3,Strength,27.4,2.3,6,3,19.45
24,Female,63.2,1.67,196,126,69,0.95,405.1,Yoga,28.8,2.7,1,1,22.66
35,Female,79.5,1.64,181,118,76,1.18,421.6,Cardio,40.1,3.4,2,2,29.56
44,Male,93.4,1.79,178,161,65,0.62,499.4,HIIT,26.2,3.8,4,2,29.15
51,Male,83.6,1.79,174,108,59,1.13,313.9,Cardio,25.9,3.4,6,2,26.09
44,Female,68.7,1.6,175,118,61,1.01,390.3,Strength,37.9,2.8,6,3,26.84
34,Female,94.9,1.73,184,169,61,0.45,294.9,Cardio,34.7,3.5,3,3,31.71
60,Male,80.2,1.74,160,109,63,1.05,263.7,Strength,30.6,3.7,4,2,26.49
61,Female,72.8,1.65,160,129,73,1.51,706.0,Strength,32.3,3.4,2,1,26.74
41,Female,49.3,1.61,177,150,61,1.07,667.2,Strength,26.6,2.7,5,3,19.02
42,Female,60.3,1.71,181,116,72,0.81,313.2,Yoga,25.5,2.4,1,1,20.62
24,Female,58.6,1.55,202,148,57,1.74,1002.0,Strength,28.5,2.7,3,3,24.39
23,Male,70.2,1.8,198,111,57,1.03,358.2,Strength,20.0,2.6,6,3,21.67
41,Female,65.1,1.76,178,150,60,0.92,547.4,Strength,28.6,3.1,5,3,21.02
50,Female,56.2,1.62,171,156,82,0.41,270.2,Yoga,26.9,2.4,2,2,21.41
46,Male,69.7,1.89,178,150,67,0.66,417.5,Strength,21.0,2.9,4,2,19.51
60,Male,65.0,1.73,160,107,65,0.86,163.2,HIIT,19.8,2.6,1,1,21.72
39,Female,61.7,1.55,182,153,63,1.06,655.3,Yoga,36.5,2.9,3,2,25.68
43,Male,105.4,1.85,179,155,59,0.7,551.8,Strength,33.0,4.2,6,3,30.8
45,Female,82.6,1.74,172,151,61,0.49,281.2,Strength,40.8,3.1,6,3,27.28
38,Female,68.4,1.6,183,105,60,0.97,288.3,Strength,33.7,2.6,5,3,26.72
24,Male,54.4,1.7,192,150,56,0.65,424.2,Strength,18.7,2.3,5,3,18.82
34,Female,67.0,1.64,184,153,79,0.77,464.6,Yoga,33.5,2.8,1,1,24.91
37,Female,67.7,1.67,186,165,62,0.51,347.9,HIIT,32.6,3.0,4,2,24.27
58,Female,73.7,1.7,165,130,75,1.45,680.3,Yoga,27.2,3.0,2,1,25.5
37,Female,63.3,1.65,182,117,69,0.89,340.3,Strength,30.7,2.2,4,2,23.25
39,Male,112.9,1.93,186,142,68,1.08,760.0,Strength,27.1,4.4,4,3,30.31
45,Male,82.7,1.83,171,127,68,1.31,608.5,Yoga,19.8,3.5,4,2,24.69
57,Female,63.3,1.59,162,146,77,0.5,294.8,Yoga,33.0,2.8,1,1,25.04
24,Male,63.6,1.9,197,177,67,0.51,470.8,HIIT,16.6,2.7,1,1,17.62
18,Female,64.9,1.64,194,116,74,0.9,317.6,Yoga,34.3,2.4,2,2,24.13
49,Female,73.0,1.6,171,130,61,1.36,626.8,Strength,43.0,2.9,4,3,28.52
30,Female,71.1,1.64,187,163,72,1.01,662.4,Strength,35.3,3.4,1,1,26.44
47,Female,50.9,1.73,170,131,66,1.46,737.6,Yoga,22.7,2.7,2,1,17.01
40,Female,64.7,1.68,179,163,59,0.48,325.4,Strength,34.4,2.4,6,3,22.92
36,Male,102.3,1.83,179,157,62,0.41,335.3,Cardio,32.5,4.0,2,1,30.55
49,Female,64.5,1.64,169,144,69,0.84,475.5,Strength,32.2,2.8,4,2,23.98
47,Male,84.0,1.81,168,148,66,0.51,332.7,Cardio,16.7,3.2,3,3,25.64
46,Male,102.1,1.84,174,153,75,0.65,488.9,Strength,27.3,4.1,4,1,30.16
62,Female,66.8,1.67,158,119,64,1.04,432.0,Yoga,34.2,2.7,3,2,23.95
46,Female,77.0,1.68,173,164,72,0.4,267.4,Yoga,35.1,2.6,2,1,27.28
47,Female,63.9,1.57,176,108,60,1.03,344.2,Strength,36.2,2.7,6,3,25.92
33,Female,70.9,1.63,186,173,57,0.42,303.9,Strength,39.0,2.9,6,3,26.69
57,Female,81.8,1.78,163,120,75,1.02,397.1,Cardio,29.7,3.4,1,2,25.82
36,Male,70.8,1.77,181,111,61,1.24,386.7,Strength,21.0,2.9,6,3,22.6
35,Female,66.3,1.7,178,163,56,0.48,321.5,Strength,31.7,2.4,5,3,22.94
18,Female,55.1,1.6,202,185,81,0.38,309.0,Yoga,28.7,2.1,2,1,21.52
31,Male,52.3,1.67,188,115,63,0.85,263.3,Yoga,18.1,2.3,1,1,18.75
64,Male,94.5,1.81,161,99,64,1.03,195.6,Strength,23.1,3.7,6,2,28.85
19,Female,62.0,1.59,203,169,63,1.1,769.0,Yoga,33.3,3.2,2,1,24.52
45,Male,85.8,1.73,174,158,72,0.41,309.1,Strength,29.2,3.1,4,3,28.67
47,Female,75.8,1.59,173,153,50,0.3,180.4,Strength,42.4,3.1,6,3,29.98
55,Male,71.3,1.7,168,140,75,1.06,551.9,Yoga,18.7,3.4,3,3,24.67
21,Male,65.9,1.82,201,180,74,0.75,724.2,Strength,14.5,2.8,2,1,19.89
18,Female,67.2,1.68,207,184,68,0.91,714.2,Yoga,30.5,3.3,1,2,23.81
25,Male,68.6,1.76,193,163,75,0.86,694.8,Strength,21.4,3.1,4,2,22.15
46,Male,60.1,1.85,177,160,53,0.51,354.8,Strength,18.6,2.3,5,3,17.56
56,Male,67.3,1.72,163,127,64,1.34,521.0,Strength,20.1,3.1,4,2,22.75
20,Male,74.3,1.75,201,118,68,1.06,457.3,Yoga,19.2,3.0,6,3,24.26
49,Male,77.0,1.86,169,161,67,0.53,394.5,HIIT,18.7,3.1,3,2,22.26
27,Male,70.6,1.8,193,138,55,1.01,587.4,HIIT,14.6,2.7,4,2,21.79
27,Female,59.9,1.73,194,165,56,0.84,576.0,Strength,21.2,2.8,5,3,20.01
36,Female,69.4,1.66,186,139,71,1.18,603.4,Yoga,33.9,2.7,1,1,25.19
63,Male,87.6,1.68,157,146,75,0.42,251.3,Yoga,27.1,3.4,2,1,31.04
51,Female,77.9,1.64,162,152,65,0.53,315.5,Yoga,36.4,3.2,3,3,28.96
50,Female,68.6,1.6,170,121,60,1.1,453.4,Strength,32.1,3.0,5,3,26.8
40,Female,73.1,1.65,184,162,51,0.51,334.8,Strength,31.9,2.7,6,3,26.85
45,Male,77.9,1.8,175,112,55,1.05,330.9,HIIT,21.9,3.3,6,2,24.04
49,Female,45.4,1.58,175,129,59,1.32,665.9,Strength,21.0,2.3,6,3,18.19
24,Male,82.0,1.88,196,170,62,0.73,666.0,Strength,16.9,3.4,3,2,23.2
46,Female,48.1,1.51,169,134,71,1.29,681.7,Strength,29.9,2.2,4,2,21.1
25,Male,76.7,1.75,194,139,62,1.34,822.5,Strength,23.9,3.3,3,2,25.04
18,Male,95.5,1.82,200,153,58,1.39,1131.9,Strength,27.5,3.9,6,3,28.83
20,Female,94.0,1.73,199,145,57,1.26,615.2,Strength,44.5,3.9,5,3,31.41
41,Female,60.9,1.57,175,145,67,0.89,507.8,Yoga,36.9,2.8,2,1,24.71
40,Male,55.2,1.72,180,157,74,0.74,497.3,Yoga,19.4,2.4,2,1,18.66
25,Female,64.1,1.61,194,171,59,1.19,850.2,Yoga,30.7,3.3,3,2,24.73
64,Female,69.2,1.67,160,120,56,1.19,499.3,Strength,31.9,2.6,6,3,24.81
54,Female,79.5,1.72,162,108,74,1.11,347.8,Yoga,33.7,3.4,1,1,26.87
20,Male,76.5,1.77,201,131,58,0.95,527.6,Strength,28.1,3.2,3,2,24.42
50,Male,85.6,1.86,171,145,60,0.86,534.2,Strength,25.4,3.5,6,3,24.74
45,Female,60.7,1.65,177,109,67,1.03,354.6,Yoga,27.8,2.8,4,1,22.3
64,Female,57.0,1.56,155,111,77,1.05,403.1,Yoga,27.7,2.3,2,1,23.42
25,Female,68.2,1.61,196,124,74,0.92,373.2,Yoga,36.2,2.7,2,1,26.31
51,Male,56.6,1.8,170,109,67,1.04,218.3,HIIT,15.7,2.3,2,1,17.47
52,Male,81.8,1.87,163,108,73,0.95,256.3,Yoga,19.7,3.3,1,1,23.39
49,Female,68.0,1.59,170,148,60,0.58,339.5,Strength,32.7,2.8,6,3,26.9
41,Female,80.4,1.63,179,155,53,0.67,401.6,Strength,41.7,3.1,6,2,30.26
31,Female,66.8,1.7,189,139,53,1.26,643.5,Strength,31.3,2.9,6,3,23.11
49,Female,62.8,1.48,171,112,57,1.0,363.9,Strength,36.2,2.5,6,3,28.67
63,Female,78.8,1.61,158,146,71,0.69,391.8,Yoga,44.8,3.5,1,1,30.4
60,Female,59.3,1.6,166,130,57,1.42,706.3,Strength,31.3,2.7,5,3,23.16
33,Male,73.9,1.81,185,166,64,0.64,529.3,Yoga,22.3,3.2,3,2,22.56
21,Female,57.3,1.55,200,115,66,0.92,334.4,Strength,32.7,2.6,3,3,23.85
54,Male,91.1,1.94,170,107,62,0.96,270.2,Strength,25.3,3.6,6,3,24.21
38,Female,79.0,1.67,177,108,68,1.0,297.3,Strength,36.9,3.3,4,2,28.33
31,Female,52.4,1.55,190,133,74,1.11,553.2,Yoga,35.3,2.1,2,2,21.81
48,Male,83.3,1.67,167,131,67,1.28,632.0,Cardio,33.7,3.8,1,1,29.87
65,Male,67.2,1.76,162,123,62,1.05,342.6,Yoga,21.4,2.8,4,1,21.69
35,Male,58.0,1.7,187,165,70,0.43,329.7,Strength,18.5,2.1,4,2,20.07
24,Male,77.0,1.71,197,153,56,0.98,729.3,Strength,25.7,3.5,6,3,26.33
27,Female,69.2,1.55,187,116,68,1.04,368.8,Cardio,36.5,2.9,1,2,28.8
24,Male,73.5,1.71,194,167,76,0.51,439.1,Strength,18.3,3.0,3,3,25.14
50,Female,73.4,1.68,169,156,83,0.5,314.0,Yoga,32.8,2.5,2,1,26.01
40,Male,100.4,1.79,185,168,65,0.59,531.2,Cardio,28.7,3.9,3,2,31.33
38,Female,85.4,1.72,184,113,60,0.89,282.8,Strength,36.2,3.1,4,2,28.87
36,Female,65.4,1.63,179,125,78,1.01,433.1,Yoga,34.0,2.4,2,1,24.62
65,Female,56.0,1.56,156,141,56,0.51,295.4,Strength,33.6,2.4,5,3,23.01
36,Female,71.6,1.59,179,109,70,0.88,277.2,Strength,37.2,2.7,4,2,28.32
53,Female,78.3,1.69,162,156,63,0.48,298.7,HIIT,34.6,3.1,3,2,27.42
46,Female,69.8,1.64,175,141,74,1.66,886.5,Yoga,34.1,2.9,3,1,25.95
35,Male,75.7,1.8,187,124,55,0.92,410.6,Strength,19.9,3.3,6,3,23.36
19,Female,63.6,1.62,202,157,77,1.23,761.7,Yoga,34.9,2.7,3,2,24.23
18,Male,78.6,1.81,208,179,75,0.49,490.7,Strength,21.4,2.8,1,2,23.99
64,Male,67.7,1.7,157,103,72,0.99,148.2,Yoga,21.8,2.9,4,1,23.43
22,Female,61.0,1.65,199,175,70,0.64,475.2,Yoga,33.8,2.6,2,2,22.41
37,Male,78.8,1.76,179,160,59,0.46,356.5,Yoga,25.6,3.4,3,2,25.44
28,Female,59.1,1.63,195,117,48,1.04,395.6,Strength,28.6,2.5,6,3,22.24
59,Male,73.5,1.71,156,100,63,0.89,136.6,Strength,18.0,2.8,6,3,25.14
19,Female,50.7,1.72,207,127,66,1.02,459.2,HIIT,23.1,2.1,3,2,17.14
20,Male,76.7,1.85,203,176,66,0.68,654.9,Yoga,18.6,3.1,1,1,22.41
40,Female,71.7,1.59,188,151,63,0.6,353.0,Strength,34.8,3.1,6,3,28.36
29,Female,53.3,1.58,192,180,80,0.6,477.6,Yoga,31.7,2.2,2,1,21.35
37,Female,63.8,1.55,186,137,72,1.01,514.8,Strength,31.7,2.9,4,2,26.56
22,Female,55.4,1.6,197,139,52,1.12,584.5,Strength,25.4,2.5,5,3,21.64
54,Male,80.5,1.72,166,145,81,0.71,422.5,Yoga,22.9,3.4,1,1,27.21
55,Female,57.1,1.56,162,107,59,1.02,355.5,Strength,30.2,2.4,6,3,23.46
47,Male,73.1,1.77,169,137,73,1.21,631.4,Strength,22.2,3.0,4,3,23.33
26,Male,81.8,1.82,195,141,60,1.17,753.0,Strength,21.6,3.1,5,2,24.7
51,Male,59.9,1.74,169,147,66,0.69,388.5,Yoga,18.6,2.7,3,2,19.78
61,Female,75.0,1.64,156,145,72,0.47,266.1,Cardio,33.7,3.4,3,2,27.89
52,Male,97.3,1.83,165,138,79,0.84,491.7,Yoga,29.2,4.2,2,1,29.05
39,Male,83.0,1.89,181,158,62,0.82,625.8,Strength,24.3,3.6,5,2,23.24
61,Male,84.4,1.79,156,104,63,1.11,238.6,Yoga,21.2,3.1,3,2,26.34
41,Female,72.3,1.63,180,152,65,0.91,541.2,Strength,39.6,3.5,3,1,27.21
34,Female,59.6,1.57,183,107,51,1.11,357.1,Strength,29.7,2.7,6,2,24.18
27,Male,69.8,1.84,194,177,70,0.64,596.6,Strength,17.3,3.2,2,1,20.62
47,Female,83.9,1.67,170,113,69,1.02,336.6,Strength,38.8,3.2,4,2,30.08
63,Female,68.4,1.72,154,140,68,0.59,323.4,Yoga,35.3,2.8,3,3,23.12
40,Male,59.4,1.63,173,157,68,0.53,362.5,Yoga,13.4,2.2,1,1,22.36
49,Male,92.6,1.75,171,154,81,0.63,457.0,Yoga,26.6,3.4,1,1,30.24
34,Female,72.5,1.65,190,171,80,0.54,382.8,Strength,33.7,2.9,4,2,26.63
34,Male,81.4,1.79,190,109,54,0.97,319.9,Strength,27.1,3.3,5,3,25.4
31,Female,46.2,1.48,190,139,72,1.28,701.5,Yoga,29.1,2.0,2,2,21.09
26,Female,83.6,1.75,188,148,55,0.89,474.1,Strength,35.7,3.5,6,3,27.3
57,Female,96.6,1.67,166,157,73,0.5,299.9,Yoga,41.0,3.8,1,1,34.64
19,Female,84.5,1.75,202,152,75,0.87,477.9,Cardio,36.7,2.7,1,1,27.59
62,Female,75.8,1.7,157,132,62,0.77,371.5,Yoga,41.1,3.2,4,2,26.23
42,Female,79.0,1.71,182,139,56,1.36,680.4,Strength,38.2,3.4,5,3,27.02
56,Male,68.3,1.71,166,147,58,0.47,269.1,Strength,25.0,2.7,5,2,23.36
26,Male,74.7,1.79,200,154,68,1.22,903.9,Strength,21.5,3.4,4,3,23.31
39,Female,62.6,1.64,177,139,82,1.58,832.4,Yoga,32.2,2.7,1,2,23.27
60,Female,58.3,1.61,156,139,73,0.48,267.3,Yoga,31.6,2.3,2,2,22.49
63,Female,63.3,1.65,154,122,70,1.17,517.2,Yoga,26.2,2.5,1,1,23.25
21,Male,79.6,1.85,198,169,60,0.83,751.2,Cardio,21.8,3.3,5,3,23.26
43,Female,59.8,1.59,182,131,59,1.25,606.1,Yoga,32.3,2.6,6,3,23.65
46,Male,64.1,1.65,172,121,72,1.01,357.8,Yoga,22.3,2.8,1,1,23.54
62,Female,69.9,1.66,156,139,76,0.86,462.7,Yoga,27.9,3.6,2,1,25.37
51,Female,53.5,1.47,170,128,64,0.96,466.1,Yoga,32.5,2.4,3,2,24.76
40,Male,72.5,1.7,183,115,70,0.99,337.9,Yoga,21.0,2.7,1,1,25.09
54,Male,95.6,1.79,159,104,56,0.88,235.1,Strength,30.0,3.9,4,3,29.84
28,Female,65.8,1.63,195,116,64,1.01,365.5,Strength,31.6,2.8,3,3,24.77
23,Female,94.3,1.71,195,151,57,1.32,698.8,Strength,46.5,3.8,4,3,32.25
35,Female,69.2,1.64,185,163,62,0.49,325.6,Strength,33.6,3.0,4,3,25.73
38,Male,75.1,1.81,186,121,68,0.91,372.0,Strength,20.7,3.5,4,2,22.92
59,Male,97.9,1.83,160,144,64,0.46,285.7,Yoga,33.3,3.8,1,1,29.23
53,Male,77.6,1.79,162,130,57,1.07,485.7,Strength,25.6,3.4,5,3,24.22
58,Male,55.7,1.81,158,140,66,0.64,299.2,Yoga,8.3,2.7,3,2,17.0
55,Male,82.9,1.84,165,150,72,0.45,289.9,Yoga,17.7,3.8,2,2,24.49
51,Male,72.4,1.75,168,154,56,0.45,297.9,Strength,20.4,2.9,5,3,23.64
34,Female,90.2,1.73,186,172,75,0.49,334.8,Cardio,32.8,3.6,1,1,30.14
54,Female,55.4,1.61,165,149,68,0.62,384.4,Yoga,24.7,2.5,4,1,21.37
42,Male,70.7,1.74,182,160,74,0.54,398.3,Yoga,25.6,3.0,2,1,23.35
55,Female,82.6,1.69,165,139,63,0.72,365.5,Cardio,34.0,3.2,3,2,28.92
29,Female,64.6,1.58,186,168,61,0.54,377.2,Strength,33.2,2.8,5,3,25.88
40,Male,74.9,1.77,182,156,52,0.53,381.1,Strength,19.8,3.1,6,3,23.91
59,Female,62.4,1.69,167,107,60,0.96,329.5,Yoga,27.4,2.6,5,2,21.85
39,Male,82.4,1.79,181,163,76,0.76,613.1,Yoga,24.9,3.5,2,1,25.72
38,Male,73.0,1.73,183,141,75,1.27,741.4,Yoga,23.5,3.1,1,1,24.39
44,Female,58.7,1.64,174,150,65,0.74,451.2,Yoga,32.0,2.2,3,1,21.82
48,Male,67.4,1.75,171,129,62,0.99,426.0,Yoga,17.4,2.6,2,2,22.01
23,Male,70.9,1.81,199,131,72,0.98,520.1,Strength,19.2,3.0,4,2,21.64
44,Male,67.4,1.79,179,170,70,0.52,422.7,HIIT,15.3,3.0,3,2,21.04
57,Male,87.0,1.77,164,103,54,0.79,177.7,Strength,27.3,3.3,5,2,27.77
51,Male,75.2,1.66,174,159,78,0.54,386.3,Yoga,20.4,2.9,2,1,27.29
29,Male,88.0,1.78,191,151,58,0.95,705.9,Strength,28.0,4.0,5,3,27.77
62,Male,71.7,1.71,155,141,55,0.46,234.9,Strength,28.7,2.9,5,3,24.52
24,Male,80.9,1.85,193,140,62,1.13,720.6,HIIT,25.6,3.3,5,3,23.64
27,Female,62.2,1.62,197,148,71,1.05,601.2,Yoga,27.6,2.8,1,1,23.7
62,Female,61.5,1.48,161,105,63,0.98,328.5,Strength,34.9,2.3,5,3,28.08
34,Female,47.0,1.61,181,151,68,0.72,451.3,Strength,28.0,2.5,4,2,18.13
43,Male,70.3,1.76,176,137,70,1.49,782.9,Strength,22.2,2.8,4,2,22.69
38,Male,62.6,1.71,181,121,68,1.01,376.9,Strength,23.5,2.4,3,3,21.41
45,Female,78.7,1.64,173,142,60,0.48,251.2,Strength,34.2,2.9,6,3,29.26
63,Female,64.4,1.68,153,127,58,0.89,420.2,Strength,30.4,2.8,5,3,22.82
19,Female,55.5,1.72,199,113,55,1.17,411.5,Cardio,30.0,2.5,5,2,18.76
60,Male,80.1,1.78,157,127,74,1.3,537.8,Strength,22.9,3.5,2,1,25.28
18,Female,71.1,1.75,198,156,79,1.44,861.4,Yoga,33.9,3.0,1,2,23.22
53,Female,65.2,1.7,169,110,60,1.07,375.6,Strength,31.4,2.5,6,3,22.56
43,Male,77.6,1.87,178,140,68,1.4,802.7,Yoga,24.9,2.9,3,2,22.19
46,Female,56.5,1.6,173,103,49,1.09,342.7,Strength,31.4,2.6,6,3,22.07
38,Male,89.4,1.82,176,135,57,1.39,801.0,Strength,28.8,3.8,5,3,26.99
28,Male,81.9,1.8,191,140,72,1.26,792.6,Yoga,24.8,3.6,2,1,25.28
57,Male,68.0,1.69,165,108,67,0.83,179.3,Yoga,24.2,2.7,1,1,23.81
28,Female,53.5,1.61,190,127,70,0.89,404.7,Yoga,27.5,2.4,3,2,20.64
53,Female,66.7,1.67,164,123,49,0.99,427.3,Strength,31.2,2.6,6,3,23.92
56,Male,90.8,1.89,164,111,70,0.75,233.3,Yoga,24.8,3.6,3,2,25.42
57,Female,70.4,1.66,164,133,63,1.11,547.6,Strength,33.1,2.8,5,3,25.55
52,Female,75.0,1.73,162,144,64,0.64,352.2,Yoga,34.1,3.0,3,3,25.06
51,Female,67.4,1.78,173,148,73,0.58,341.4,Cardio,27.8,2.9,2,1,21.27
64,Female,53.3,1.77,152,136,70,0.91,501.4,Yoga,22.7,2.6,3,2,17.01
41,Male,93.2,1.74,178,138,62,1.31,793.2,Strength,23.3,4.0,4,1,30.78
39,Female,58.9,1.72,185,158,77,0.83,544.0,Yoga,30.0,2.5,2,2,19.91
22,Male,60.3,1.85,198,141,54,1.44,855.1,Strength,17.0,2.9,6,2,17.62
50,Male,77.3,1.76,173,114,66,1.0,317.0,Strength,22.9,3.1,1,1,24.95
53,Female,51.0,1.66,172,159,75,0.65,449.1,Yoga,25.2,2.5,1,1,18.51
64,Male,73.4,1.84,152,130,57,0.77,315.8,Strength,19.5,3.4,5,3,21.68
37,Female,77.3,1.71,186,155,51,0.85,510.6,Strength,35.0,2.9,5,3,26.44
36,Female,91.9,1.73,188,130,73,0.99,408.7,Strength,40.6,3.8,4,2,30.71
52,Male,90.4,1.87,167,146,56,0.41,261.6,Strength,24.9,3.7,6,3,25.85
60,Male,76.9,1.83,159,145,77,0.37,210.0,HIIT,23.0,2.7,1,1,22.96
34,Male,81.4,1.83,180,162,83,0.56,453.2,Yoga,23.7,3.0,1,1,24.31
62,Male,56.9,1.77,160,108,75,1.13,192.0,Yoga,21.3,2.6,1,2,18.16
60,Female,60.2,1.62,152,133,81,0.84,432.6,Yoga,32.8,2.8,1,1,22.94
51,Female,58.7,1.6,172,139,61,0.88,481.0,Strength,32.1,2.6,3,2,22.93
26,Female,62.5,1.58,190,175,63,0.34,253.0,Strength,39.3,2.7,6,3,25.04
43,Male,95.8,1.75,181,113,69,1.04,396.2,Cardio,33.4,3.8,2,1,31.28
19,Male,56.8,1.79,202,126,70,0.79,360.9,Strength,16.8,1.9,2,1,17.73
26,Male,71.5,1.76,197,123,58,0.88,397.2,Strength,17.7,2.7,4,2,23.08
26,Female,45.1,1.58,192,168,67,0.63,460.4,Yoga,25.7,2.3,3,2,18.07
57,Male,86.5,1.95,159,103,77,1.0,223.5,Yoga,16.0,3.4,1,1,22.75
34,Female,51.6,1.55,181,168,78,0.51,371.0,Yoga,33.3,2.1,1,1,21.48
18,Male,56.3,1.71,205,182,52,0.56,540.4,Strength,24.5,2.5,5,2,19.25
42,Female,74.5,1.64,180,158,59,0.58,365.6,Strength,37.4,2.9,5,3,27.7
60,Female,62.6,1.57,162,128,68,1.15,550.4,Strength,34.5,2.4,4,3,25.4
57,Male,93.4,1.85,164,150,77,0.53,354.2,Yoga,25.7,3.9,1,1,27.29
59,Male,75.0,1.82,163,99,62,0.99,147.2,Strength,22.1,3.3,4,2,22.64
42,Female,60.5,1.58,177,128,53,0.89,412.3,Yoga,37.0,2.6,3,2,24.23
56,Female,83.9,1.67,165,143,78,0.75,399.0,Yoga,39.5,3.2,2,1,30.08
52,Male,79.3,1.8,165,140,73,0.86,474.9,Yoga,32.1,3.8,1,2,24.48
20,Male,96.6,1.88,199,119,59,0.96,483.9,Strength,27.0,4.1,6,3,27.33
54,Female,60.1,1.64,175,120,65,0.96,408.4,Yoga,36.2,2.7,3,2,22.35
61,Male,87.5,1.8,159,111,75,1.08,310.1,Yoga,28.7,3.6,1,1,27.01
61,Female,62.2,1.66,153,99,60,1.02,300.3,Strength,33.9,2.6,6,3,22.57
47,Female,52.2,1.71,172,128,50,1.27,614.2,Yoga,27.4,2.4,5,3,17.85
55,Male,74.1,1.74,162,106,71,0.84,185.7,Yoga,23.5,2.7,4,1,24.47
51,Male,74.0,1.8,169,148,57,0.54,330.7,Strength,20.4,2.9,5,3,22.84
29,Male,58.9,1.77,188,158,83,0.63,455.7,Strength,16.9,2.4,2,2,18.8
36,Male,83.4,1.82,183,104,56,1.0,284.4,Strength,25.0,3.4,5,3,25.18
54,Male,72.4,1.84,164,146,69,0.39,226.6,Cardio,21.5,2.9,1,1,21.38
